val1,val2,lab1,lab2
9.59806,0.460083,0,1
5.308376,1.914359,0,1
6.70403,1.863096,0,1
5.376786,5.123294,0,1
5.708067,9.362783,0,1
6.981207,12.131253,0,1
4.238109,4.302961,0,1
4.231879,3.608002,0,1
3.751222,5.763494,0,1
6.189035,6.3304,0,1
5.612464,5.34418,0,1
6.279425,0.77391,0,1
5.017409,5.194765,0,1
7.845075,12.284431,0,1
8.089045,2.340208,0,1
9.312488,1.490541,0,1
4.874899,4.961823,0,1
4.561276,8.756502,0,1
2.609994,2.093341,0,1
5.945063,2.598678,0,1
5.145222,5.190536,0,1
3.986659,1.963559,0,1
7.445859,6.672873,0,1
3.743636,1.775083,0,1
9.024219,1.381243,0,1
4.621547,0.326975,1,0
6.210032,16.656822,1,0
3.200539,3.33721,1,0
2.523059,2.734395,1,0
2.098318,0.928947,1,0
6.610416,15.449362,1,0
10.903124,27.307337,1,0
1.994221,0.91249,1,0
7.629623,5.301205,1,0
6.528292,4.219062,1,0
4.173968,9.851244,1,0
8.066501,21.71394,1,0
9.003431,0.989975,1,0
5.508818,13.694506,1,0
10.130912,25.631952,1,0
3.605095,7.2226,1,0
8.506458,20.67408,1,0
8.97655,21.278471,1,0
6.275025,3.912916,1,0
4.784569,12.171538,1,0
2.699013,0.863171,1,0
10.555736,26.707228,1,0
8.435725,22.055887,1,0
7.970316,21.063372,1,0
4.354112,2.818218,1,0
6.187156,9.175461,1,0
3.505815,9.568003,1,0
9.224295,22.56523,1,0
5.096438,11.243061,1,0
8.748052,22.908018,1,0
8.777043,20.203125,1,0
4.5249,12.124119,1,0
5.227201,0.176518,1,0
8.1451,19.417624,1,0
3.358087,4.72835,1,0
5.223244,0,1,0
1.502888,12.5307,1,0
4.040844,19.305796,1,0
6.812426,0.954158,1,0
3.796728,1.048204,1,0
4.903256,12.799826,1,0
7.562335,17.387432,1,0
5.09798,11.978966,1,0
8.824094,21.055578,1,0
6.526885,15.151466,1,0
3.609166,3.640125,1,0
9.220675,20.493921,1,0
1.40376,0.524944,1,0
2.520783,8.84053,1,0
4.188005,1.552341,1,0
2.941236,7.464846,1,0
7.257176,17.147802,1,0
9.71086,24.169256,1,0
7.623558,2.006537,1,0
4.461302,12.789957,1,0
5.715561,12.532392,1,0
4.552123,11.777562,1,0
6.795943,17.757391,1,0
5.566924,17.156683,1,0
1.091,0.674489,1,0
10.018359,26.243187,1,0
2.895239,2.20154,1,0
3.943975,0.081462,1,0
4.44605,0,1,0
1.937497,0.88255,1,0
4.076309,4.668547,1,0
1.715119,3.0845,1,0
10.726365,25.722837,1,0
2.728245,13.928467,1,0
5.732585,14.4116,1,0
4.994204,13.229017,1,0
8.411195,19.276789,1,0
6.704438,15.378741,1,0
7.630984,20.08157,1,0
5.072443,14.353434,1,0
1.063409,2.476769,1,0
7.877859,20.687037,1,0
5.925881,14.708607,1,0
6.42899,15.705564,1,0
6.319433,18.233381,1,0
7.673767,22.258898,1,0
3.04602,6.526007,1,0
9.055053,21.231485,1,0
9.822786,25.324606,1,0
2.325385,8.71281,1,0
3.773414,3.755631,1,0
3.545514,3.393611,1,0
8.487206,22.27635,1,0
7.930657,1.035609,1,0
9.115079,23.710993,1,0
3.221544,9.590528,1,0
5.818912,13.946138,1,0
8.578804,0.319499,1,0
7.974994,2.260782,1,0
6.167563,13.918524,1,0
7.215131,15.805654,1,0
11.154231,25.658752,1,0
0.389425,0.386097,1,0
13.822309,1.606665,1,0
16.406294,16.413853,1,0
17.178778,2.147331,1,0
21.485569,1.623486,1,0
6.267539,6.788834,1,0
16.984161,1.125766,1,0
12.789382,0.675445,1,0
12.855788,0.818651,1,0
9.605355,1.761765,1,0
12.149447,8.841732,1,0
14.637089,1.937479,1,0
16.563215,18.032835,1,0
17.114334,18.53899,1,0
10.984271,15.742508,1,0
10.92368,8.29484,1,0
12.181355,13.167643,1,0
13.681518,12.856043,1,0
15.304954,15.950195,1,0
12.430483,11.338126,1,0
15.195853,15.336716,1,0
6.561291,5.894011,1,0
10.96745,11.943205,1,0
13.001692,16.425451,1,0
13.980146,13.567736,1,0
14.929323,19.388449,1,0
15.933879,21.933384,1,0
12.487044,13.003195,1,0
12.036849,12.060432,1,0
16.314034,18.27786,1,0
4.100707,1.318163,0,1
6.210032,16.656822,1,0
3.200539,3.33721,1,0
7.461138,3.027994,1,0
13.380063,7.965986,0,1
6.12683,14.099354,1,0
3.211998,1.806447,0,1
14.506234,8.933948,0,1
5.134297,2.486436,0,1
14.246051,0,0,1
4.956636,3.029637,0,1
4.982696,2.389168,0,1
3.215745,1.764179,0,1
5.031388,13.403675,0,1
2.365855,2.031608,0,1
10.903124,27.307337,1,0
7.139265,4.414487,0,1
4.167668,2.597258,0,1
5.899864,3.692085,0,1
2.599008,2.963891,0,1
1.994221,0.91249,1,0
2.859565,1.716781,0,1
8.364927,4.572428,0,1
14.264773,2.676876,0,1
4.173968,9.851244,1,0
16.565668,0.610616,0,1
15.046171,8.866791,0,1
4.124891,2.566743,0,1
6.014492,2.964445,0,1
8.066501,21.71394,1,0
4.508365,2.326011,0,1
5.265025,3.344119,0,1
6.826156,18.192785,1,0
7.076009,14.414865,0,1
9.276321,21.489023,1,0
5.508818,13.694506,1,0
6.880058,3.835331,0,1
7.913763,7.765038,0,1
13.233663,2.279505,0,1
9.834982,4.319344,0,1
3.605095,7.2226,1,0
11.933879,1.940664,0,1
14.081647,8.837719,0,1
9.073137,5.327423,0,1
5.751929,3.69214,0,1
8.506458,20.67408,1,0
19.187977,3.414596,0,1
4.567573,2.731131,0,1
3.245187,2.051358,0,1
13.990267,3.101301,0,1
9.076377,5.674696,0,1
4.75964,1.829119,0,1
12.151753,3.198769,0,1
15.698678,1.478847,0,1
6.568768,4.052875,0,1
6.267539,6.788834,1,0
6.275025,3.912916,1,0
8.881278,7.412528,0,1
12.65894,8.145312,0,1
3.705362,1.664193,0,1
4.784569,12.171538,1,0
4.238109,4.302961,0,1
3.751222,5.763494,0,1
13.848721,8.144676,0,1
10.555736,26.707228,1,0
10.870923,5.967089,0,1
5.543232,12.459086,0,1
8.435725,22.055887,1,0
10.648068,2.67939,0,1
3.505815,9.568003,1,0
6.151804,13.183844,0,1
9.445803,5.579489,0,1
7.446505,2.355684,0,1
5.612464,5.34418,0,1
10.91105,0.929819,0,1
2.472373,11.142204,0,1
8.748052,22.908018,1,0
8.777043,20.203125,1,0
6.892508,15.701222,1,0
4.5249,12.124119,1,0
5.177166,3.353272,0,1
5.598808,16.29664,1,0
6.406651,15.218897,0,1
8.1451,19.417624,1,0
5.223244,0,1,0
1.502888,12.5307,1,0
4.586102,20.114233,1,0
7.863041,21.66519,1,0
7.562335,17.387432,1,0
12.796541,8.007015,0,1
4.61528,12.085711,1,0
17.114334,18.53899,1,0
4.163116,4.166641,0,1
14.079185,13.221679,1,0
13.923343,2.545869,0,1
5.09798,11.978966,1,0
11.853832,7.222078,0,1
8.824094,21.055578,1,0
6.526885,15.151466,1,0
19.007496,1.18359,0,1
4.569101,2.858814,0,1
5.29591,12.054276,1,0
10.527224,6.576619,0,1
9.220675,20.493921,1,0
1.40376,0.524944,1,0
4.188005,1.552341,1,0
6.133541,15.64769,1,0
13.939318,8.599013,0,1
9.71086,24.169256,1,0
9.121218,5.459806,0,1
10.893767,6.584597,0,1
6.646253,3.968486,0,1
13.681518,12.856043,1,0
1.849929,0.93416,0,1
4.461302,12.789957,1,0
5.715561,12.532392,1,0
15.304954,15.950195,1,0
13.178509,4.499036,0,1
6.795943,17.757391,1,0
13.53796,2.059967,0,1
11.183703,1.216276,0,1
9.981734,1.019783,0,1
6.610427,5.468838,0,1
10.018359,26.243187,1,0
2.895239,2.20154,1,0
3.943975,0.081462,1,0
12.527603,7.759116,0,1
3.932134,19.68713,1,0
4.076309,4.668547,1,0
10.726365,25.722837,1,0
2.728245,13.928467,1,0
12.517356,1.502681,0,1
5.732585,14.4116,1,0
4.994204,13.229017,1,0
8.411195,19.276789,1,0
19.47768,12.076399,0,1
6.218272,4.118871,0,1
7.630984,20.08157,1,0
7.669218,4.585747,0,1
5.072443,14.353434,1,0
5.823517,3.747256,0,1
1.513076,0.686462,0,1
7.877859,20.687037,1,0
5.925881,14.708607,1,0
6.319433,18.233381,1,0
7.673767,22.258898,1,0
3.04602,6.526007,1,0
9.055053,21.231485,1,0
2.325385,8.71281,1,0
3.773414,3.755631,1,0
8.285005,5.302177,0,1
3.545514,3.393611,1,0
1.967539,1.913747,0,1
10.218413,8.05234,1,0
9.115079,23.710993,1,0
3.221544,9.590528,1,0
21.537657,2.222717,0,1
15.717559,6.167934,0,1
15.307012,2.277989,0,1
10.205407,24.678331,1,0
6.167563,13.918524,1,0
7.215131,15.805654,1,0
13.82565,2.179488,0,1
11.154231,25.658752,1,0
16.366188,10.274511,0,1
4.410689,10.41905,1,0
11.682783,5.70495,0,1
6.478484,16.149656,0,1
6.484602,5.278065,0,1
11.420716,25.281176,1,0
11.302451,21.079187,1,0
12.486576,1.734517,0,1
13.001692,16.425451,1,0
13.980146,13.567736,1,0
14.929323,19.388449,1,0
4.561276,8.756502,0,1
15.933879,21.933384,1,0
8.300406,8.262468,0,1
11.749593,12.030647,1,0
12.487044,13.003195,1,0
9.225364,11.346929,1,0
12.036849,12.060432,1,0
11.911647,2.134094,0,1
3.743636,1.775083,0,1
